"row ID","restaurant_name","cuisine_type","cost_of_the_order","rating","day_of_wk","customer_num_order","rst_num_order","customer_neighbourhood","customer_region","complete_time","rst_num_order_binned","Prediction (rating)"
"Row423","RedFarm Hudson","Chinese",12.13,3.6,"Sun",1,55,"Gramercy","East Side",57,"Mid",3.6809232917872863
"Row424","Shake Shack","American",8.25,3.2,"Sat",1,219,"Hell's Kitchen","West Side",45,"Very High",3.136363937896573
"Row425","Blue Ribbon Sushi Bar & Grill","Japanese",16.39,3.2,"Sat",3,44,"Midtown","Midtown",49,"Mid",3.257585834046697
"Row427","J. G. Melon","American",12.66,3.4,"Sat",1,15,"East Village","South Manhattan",43,"Low",3.2426856909571837
"Row428","Mamoun's Falafel","Mediterranean",9.07,3.4,"Sun",1,7,"Upper West Side","West Side",44,"Low",3.2586791316578854
"Row429","Hummus Place","Middle Eastern",16.15,3.7,"Sat",3,3,"Harlem","Upper Manhattan",58,"Low",3.508993593957293
"Row430","Nobu Next Door","Japanese",29.29,4.1,"Thu",3,42,"SoHo","South Manhattan",54,"Mid",4.192697519052778
"Row431","Cafeteria","American",20.47,3.4,"Fri",2,9,"Upper West Side","West Side",56,"Low",3.796972901417778
"Row432","Tarallucci e Vino Restaurant","Italian",11.59,2.9,"Sun",3,2,"Flatiron District","Midtown",36,"Low",3.0155114078167182
"Row433","The Kati Roll Company","Indian",24.35,4.6,"Tue",1,16,"Hell's Kitchen","West Side",62,"Low",4.1959527057810915
"Row434","Sushi of Gari 46","Japanese",16.44,3.3,"Sat",4,37,"Harlem","Upper Manhattan",51,"Mid",3.210939819689506
"Row435","P.J. Clarke's","American",5.92,2.8,"Mon",1,15,"Harlem","Upper Manhattan",63,"Low",3.2755809021373827
"Row436","The Meatball Shop","Italian",14.12,3.6,"Sat",1,132,"Upper West Side","West Side",50,"Very High",3.513421467008025
"Row437","S'MAC","American",5.92,3,"Fri",1,12,"Harlem","Upper Manhattan",64,"Low",3.2213315965173197
"Row438","Blue Ribbon Fried Chicken","American",13,3.5,"Sat",4,96,"Hell's Kitchen","West Side",59,"High",3.425893280129509
"Row439","The Meatball Shop","Italian",21.83,3.8,"Sun",1,132,"West Village","South Manhattan",50,"Very High",3.61748310697315
"Row440","Otto Enoteca Pizzeria","Italian",16.15,3.8,"Sun",2,12,"Kips Bay","East Side",57,"Low",3.6707756299952337
"Row441","The Meatball Shop","Italian",12.23,4.4,"Wed",1,132,"Upper East Side","East Side",61,"Very High",4.040484725626963
"Row442","Chipotle Mexican Grill","Mexican",24.3,4.3,"Wed",2,23,"Kips Bay","East Side",54,"Mid",4.234270509776746
"Row443","ilili Restaurant","Middle Eastern",29.05,4.1,"Sun",1,18,"Chelsea","West Side",53,"Low",4.100786178053507
"Row444","Shake Shack","American",15.76,3.6,"Sun",3,219,"Lower East Side","South Manhattan",64,"Very High",3.4646528211965792
"Row445","TAO","Japanese",8.1,3.3,"Sat",1,49,"East Village","South Manhattan",48,"Mid",3.1237392246660436
"Row446","Blue Ribbon Sushi","Japanese",12.18,3.5,"Sat",5,119,"Greenwich Village","South Manhattan",63,"High",3.3779574261095298
"Row447","Cafe Mogador","Middle Eastern",25.17,4,"Sun",2,18,"Chinatown","South Manhattan",53,"Low",3.864981712997543
"Row448","Shake Shack","American",20.23,3.7,"Sat",1,219,"Upper West Side","West Side",50,"Very High",3.6081174240198473
"Row449","Saravanaa Bhavan","Indian",9.12,3.4,"Fri",1,5,"Lower East Side","South Manhattan",56,"Low",3.403606710788642
"Row450","TAO","Japanese",12.18,3,"Mon",2,49,"Hell's Kitchen","West Side",59,"Mid",3.5340821722986755
"Row451","Westville Hudson","American",20.23,4.1,"Tue",2,15,"Upper West Side","West Side",60,"Low",3.9760809483729185
"Row452","Blue Ribbon Sushi Izakaya","Japanese",24.25,3.5,"Sun",4,29,"Harlem","Upper Manhattan",54,"Mid",3.4482801195108315
"Row453","Blue Ribbon Fried Chicken","American",16.2,3.4,"Sun",2,96,"Upper West Side","West Side",55,"High",3.484845227357418
"Row454","Melt Shop","American",9.12,3.4,"Thu",4,11,"Flatiron District","Midtown",62,"Low",3.4993345584953537
"Row455","Friend of a Farmer","American",9.75,3.2,"Sun",1,3,"Hell's Kitchen","West Side",56,"Low",3.2555575434508275
"Row456","The Loop","Japanese",31.38,4,"Sat",2,4,"West Village","South Manhattan",50,"Low",3.81242694701058
"Row457","Blue Ribbon Fried Chicken","American",24.3,3.7,"Sun",1,96,"Hell's Kitchen","West Side",55,"High",3.764231158391785
"Row458","The Meatball Shop","Italian",19.35,3.9,"Sat",1,132,"Murray Hill","East Side",44,"Very High",3.6620007137950297
"Row459","Han Dynasty","Chinese",14.16,3.6,"Sun",1,46,"Murray Hill","East Side",53,"Mid",3.595380481084054
"Row460","indikitch","Indian",9.26,3.7,"Sat",2,4,"Upper West Side","West Side",59,"Low",3.399959918477792
"Row461","Sushi of Gari","Japanese",32.98,4,"Sat",3,16,"Upper West Side","West Side",55,"Low",4.035182613546247
"Row462","Blue Ribbon Sushi Bar & Grill","Japanese",12.18,3.1,"Sun",2,44,"Lower East Side","South Manhattan",40,"Mid",3.06490954187655
"Row463","Sushi of Gari Tribeca","Japanese",9.55,3.3,"Sat",2,24,"East Harlem","Upper Manhattan",60,"Mid",3.12933709424396
"Row464","Hangawi","Korean",6.74,2.6,"Sun",3,2,"East Harlem","Upper Manhattan",43,"Low",2.772931307332271
"Row465","Cafe Habana","Mexican",14.07,3.2,"Sun",3,16,"West Village","South Manhattan",47,"Low",3.209455784879837
"Row466","RedFarm Hudson","Chinese",14.02,3.7,"Sat",1,55,"West Village","South Manhattan",51,"Mid",3.5370243760966025
"Row467","Empanada Mama","Mexican",5.92,3.6,"Tue",1,13,"Chinatown","South Manhattan",59,"Low",3.4284690335966284
"Row468","Nobu Next Door","Japanese",12.46,3.4,"Sun",3,42,"Greenwich Village","South Manhattan",63,"Mid",3.3804917350288313
"Row469","Sushi of Gari Tribeca","Japanese",29.2,3.6,"Sun",1,24,"Midtown","Midtown",54,"Mid",3.691604892739554
"Row470","Nobu Next Door","Japanese",15.76,3.9,"Tue",3,42,"Hell's Kitchen","West Side",64,"Mid",3.7496039171077302
"Row471","Balade","Middle Eastern",9.22,3.1,"Fri",5,1,"Upper West Side","West Side",49,"Low",3.374987842368572
"Row472","Osteria Morini","Italian",8.88,3.6,"Sat",1,14,"Hell's Kitchen","West Side",60,"Low",3.459162995491195
"Row473","The Odeon","American",13.92,3.5,"Sun",1,3,"Chinatown","South Manhattan",57,"Low",3.3778956414838572
"Row474","RedFarm Hudson","Chinese",29.34,4.1,"Sat",1,55,"Harlem","Upper Manhattan",56,"Mid",3.9893318024620856
"Row475","Yama 49","Japanese",22.36,3.9,"Sat",1,5,"Nolita","South Manhattan",58,"Low",3.7922575718129403
"Row476","Donburi-ya","Japanese",5.77,2.9,"Sun",6,7,"Chelsea","West Side",56,"Low",2.989914485328519
"Row477","Osteria Morini","Italian",12.13,3.6,"Sat",4,14,"Upper East Side","East Side",48,"Low",3.439484236817018
"Row478","The Meatball Shop","American",6.69,3.2,"Sun",1,132,"West Village","South Manhattan",54,"Very High",3.096826405467613
"Row479","Chipotle Mexican Grill","Mexican",15.57,3.4,"Sun",2,23,"Upper East Side","East Side",51,"Mid",3.47721833506992
"Row480","The Loop","Japanese",4.66,3.1,"Sun",2,4,"West Village","South Manhattan",59,"Low",2.9648525864836626
"Row481","RedFarm Broadway","Chinese",19.35,3.4,"Sun",3,59,"Midtown","Midtown",51,"Mid",3.513959617740072
"Row482","The Meatball Shop","Italian",8.78,3.7,"Thu",5,132,"Hell's Kitchen","West Side",67,"Very High",3.7032116861725743
"Row484","Shake Shack","American",29.1,3.9,"Sun",1,219,"Financial District","South Manhattan",51,"Very High",3.847024489029155
"Row485","RedFarm Hudson","Chinese",5.77,3.5,"Sat",1,55,"Upper West Side","West Side",61,"Mid",3.460629652953245
"Row486","Posto","Italian",24.25,3.6,"Sun",1,1,"Midtown","Midtown",48,"Low",3.5931080703981824
"Row487","The Meatball Shop","Italian",9.41,3.3,"Fri",2,132,"Hell's Kitchen","West Side",62,"Very High",3.529551617952827
"Row488","Han Dynasty","Chinese",29.15,4,"Sun",3,46,"Upper East Side","East Side",50,"Mid",4.034867884440548
"Row489","Pepe Rosso To Go","Italian",15.57,3.8,"Sat",1,7,"Upper West Side","West Side",56,"Low",3.632626436242032
"Row490","Nobu Next Door","Japanese",11.59,3.4,"Sat",4,42,"Kips Bay","East Side",50,"Mid",3.286187213933268
"Row491","Parm","Italian",16.3,3.3,"Sun",1,68,"Midtown","Midtown",49,"High",3.3790883498122577
"Row492","Mamoun's Falafel","Mediterranean",12.18,4.2,"Tue",1,7,"West Village","South Manhattan",55,"Low",3.7130808123055825
"Row493","RedFarm Hudson","Chinese",12.08,3,"Fri",4,55,"Inwood","Upper Manhattan",47,"Mid",3.33287402060198
"Row494","The Kati Roll Company","Indian",17.03,3.7,"Sun",2,16,"Lower East Side","South Manhattan",46,"Low",3.423638980282338
"Row495","Terakawa Ramen","Japanese",8.54,3.6,"Tue",1,3,"Lower East Side","South Manhattan",52,"Low",3.3779578272752726
"Row496","Nobu Next Door","Japanese",6.74,3.2,"Sun",4,42,"Gramercy","East Side",60,"Mid",3.2281569541921016
"Row497","Kambi Ramen House","Japanese",32.93,4.1,"Sun",1,1,"Upper East Side","East Side",54,"Low",4.028020837757975
"Row498","Blue Ribbon Sushi","Japanese",12.18,3.5,"Thu",2,119,"Theater District","Midtown",66,"High",3.693585685473617
"Row499","Blue Ribbon Sushi","Japanese",12.23,3.3,"Sun",4,119,"Upper East Side","East Side",54,"High",3.2833384006043507
"Row500","Shake Shack","American",14.94,3.2,"Mon",3,219,"Hell's Kitchen","West Side",64,"Very High",3.673919282145752
"Row501","Shake Shack","American",12.95,3.7,"Wed",1,219,"Theater District","Midtown",50,"Very High",3.665397420187128
"Row502","Jack's Wife Freda","Mediterranean",25.17,3.9,"Fri",1,25,"Upper West Side","West Side",56,"Mid",4.075338983089286
"Row503","Blue Ribbon Sushi","Japanese",13.87,3.3,"Sun",1,119,"Chelsea","West Side",56,"High",3.406759538965754
"Row504","Shake Shack","American",24.3,3.8,"Sat",2,219,"Upper West Side","West Side",51,"Very High",3.7250663540008655
"Row505","Wo Hop Restaurant","Chinese",14.16,3.4,"Sat",1,1,"Hell's Kitchen","West Side",38,"Low",3.394557442763421
"Row506","The Smile","American",25.17,3.5,"Sat",3,18,"Midtown","Midtown",46,"Low",3.556220962515973
"Row507","Shake Shack","American",31.43,3.8,"Sun",2,219,"Chelsea","West Side",49,"Very High",3.907304062818776
"Row508","Shake Shack","American",13,3.2,"Sun",1,219,"West Village","South Manhattan",38,"Very High",3.0760465043165977
"Row509","Blue Ribbon Fried Chicken","American",24.2,3.7,"Sun",1,96,"Upper West Side","West Side",57,"High",3.8017755962253146
"Row510","Shake Shack","American",12.66,3.5,"Sun",1,219,"East Village","South Manhattan",59,"Very High",3.34979198915883
"Row511","Momoya","Japanese",6.84,2.4,"Mon",4,30,"Washington Heights","Upper Manhattan",45,"Mid",2.997846584848691
"Row512","Spice Thai","Thai",15.86,4.2,"Sat",2,1,"Nolita","South Manhattan",59,"Low",3.8059781910668318
"Row513","Cafe Habana","Mexican",9.75,3.2,"Fri",1,16,"Lower East Side","South Manhattan",64,"Low",3.522047712981593
"Row514","da Umberto","Italian",7.61,3.3,"Sun",4,3,"Upper East Side","East Side",49,"Low",3.1969683524360715
"Row515","Sushi of Gari 46","Japanese",29.05,3.9,"Sat",2,37,"Little Italy","South Manhattan",44,"Mid",3.8269904313054752
"Row516","Room Service","Thai",22.31,3.6,"Sun",2,3,"Midtown","Midtown",37,"Low",3.5151790144138397
"Row517","Dickson's Farmstand Meats","American",15.72,3.1,"Sun",13,3,"Financial District","South Manhattan",51,"Low",3.061497650204345
"Row518","TAO","Japanese",25.22,3.7,"Sat",1,49,"East Village","South Manhattan",42,"Mid",3.616526819832874
"Row519","Xi'an Famous Foods","Chinese",24.3,3.9,"Sat",1,9,"Midtown","Midtown",61,"Low",3.9335181550030547
"Row520","J. G. Melon","American",8.35,3.2,"Sat",1,15,"Harlem","Upper Manhattan",52,"Low",3.06166903053523
"Row521","Momoya","Japanese",22.85,3.3,"Sun",1,30,"Flatiron District","Midtown",49,"Mid",3.4698926149633835
"Row522","UVA Wine Bar & Restaurant","Italian",29.15,4.2,"Sat",1,2,"Harlem","Upper Manhattan",59,"Low",3.896274454955391
"Row523","Blue Ribbon Sushi Bar & Grill","Japanese",19.35,3.4,"Fri",1,44,"Greenwich Village","South Manhattan",51,"Mid",3.6723512459957837
"Row524","Jack's Wife Freda","Mediterranean",32.93,3.9,"Sun",1,25,"Midtown","Midtown",37,"Mid",3.82625654045948
"Row525","Momoya","Japanese",14.21,3.4,"Sun",1,30,"East Village","South Manhattan",54,"Mid",3.309566490862225
"Row526","Donburi-ya","Japanese",15.86,3.4,"Thu",13,7,"West Village","South Manhattan",56,"Low",3.3673964459979926
"Row527","TAO","Japanese",15.28,3.4,"Sun",1,49,"East Village","South Manhattan",55,"Mid",3.3701009860415043
"Row528","The Meatball Shop","Italian",12.13,3.6,"Sat",4,132,"West Village","South Manhattan",50,"Very High",3.284076174220902
"Row529","The Meatball Shop","Italian",22.36,3.8,"Sun",1,132,"Chelsea","West Side",56,"Very High",3.8279192938036175
"Row530","Shake Shack","American",5.68,2.8,"Sat",3,219,"Midtown","Midtown",44,"Very High",2.8685734996980012
"Row531","Sushi of Gari Tribeca","Japanese",29.15,3.5,"Sat",3,24,"Midtown","Midtown",39,"Mid",3.5262638852453603
"Row532","Waverly Diner","American",22.8,3.6,"Sun",2,7,"West Village","South Manhattan",46,"Low",3.4945397078675025
"Row533","The Meatball Shop","Italian",19.45,3.6,"Sat",3,132,"Upper West Side","West Side",40,"Very High",3.511172839028501
"Row534","Vanessa's Dumpling House","Chinese",15.52,3.4,"Sat",3,9,"East Harlem","Upper Manhattan",43,"Low",3.312278949887113
"Row535","Blue Ribbon Sushi","Japanese",25.27,3.7,"Sat",1,119,"Chinatown","South Manhattan",40,"High",3.538598565175431
"Row536","The Meatball Shop","Italian",32.93,4.5,"Sat",3,132,"East Village","South Manhattan",63,"Very High",4.188470380624737
"Row537","S'MAC","American",24.2,3.6,"Sun",3,12,"West Village","South Manhattan",45,"Low",3.502950194515303
"Row538","Rubirosa","Italian",24.2,3.9,"Sat",1,37,"Upper West Side","West Side",46,"Mid",3.800062697704723
"Row539","Shake Shack","American",14.65,3.8,"Thu",1,219,"Upper West Side","West Side",59,"Very High",3.82812851105934
"Row540","Shake Shack","American",12.08,3.4,"Sat",1,219,"Hell's Kitchen","West Side",53,"Very High",3.3583159037800216
"Row541","Rubirosa","Italian",5.77,2.9,"Sun",6,37,"Harlem","Upper Manhattan",48,"Mid",2.8073371901245228
"Row542","P.J. Clarke's","American",4.71,3,"Sat",2,15,"East Village","South Manhattan",38,"Low",2.9058456255768714
"Row543","Blue Ribbon Fried Chicken","American",8.78,3.2,"Sun",2,96,"East Village","South Manhattan",48,"High",3.1142491999481
"Row544","Blue Ribbon Sushi Izakaya","Japanese",12.23,3,"Sun",5,29,"Flatiron District","Midtown",59,"Mid",3.1642098004470744
"Row545","RedFarm Broadway","Chinese",12.23,3.5,"Sat",1,59,"East Village","South Manhattan",42,"Mid",3.39145565735462
"Row546","Blue Ribbon Fried Chicken","American",29.15,3.4,"Mon",1,96,"Harlem","Upper Manhattan",49,"High",3.9029096409326267
"Row548","Chipotle Mexican Grill","Mexican",22.26,3.4,"Sun",2,23,"West Village","South Manhattan",42,"Mid",3.4267682672280584
"Row549","Parm","Italian",12.56,3.5,"Fri",1,68,"SoHo","South Manhattan",60,"High",3.690560683008359
"Row550","Sushi of Gari 46","Japanese",13.05,3.3,"Sun",1,37,"Upper East Side","East Side",46,"Mid",3.329010723837267
"Row551","Rubirosa","Italian",13.92,3.6,"Sun",1,37,"Chinatown","South Manhattan",56,"Mid",3.4248350229301012
"Row552","Balthazar Boulangerie","French",21.39,3.4,"Sun",5,10,"Harlem","Upper Manhattan",64,"Low",3.755412274761173
"Row553","Blue Ribbon Sushi","Japanese",29.25,3.9,"Sat",1,119,"Upper West Side","West Side",50,"High",3.8711298914106673
"Row554","Burger Joint","American",12.18,3.4,"Sat",1,12,"Upper West Side","West Side",50,"Low",3.3591654781074305
"Row555","Shake Shack","American",12.18,3.3,"Sun",4,219,"Upper East Side","East Side",51,"Very High",3.280239457870977
"Row556","ilili Restaurant","Middle Eastern",12.66,3.2,"Sat",2,18,"Midtown","Midtown",36,"Low",3.2272141964813055
"Row557","RedFarm Hudson","Chinese",12.18,3.6,"Sat",1,55,"West Village","South Manhattan",51,"Mid",3.4763504789838793
"Row558","Bareburger","American",8.63,2.9,"Sun",1,27,"Morningside Heights","Upper Manhattan",43,"Mid",2.988607464784131
"Row559","Tamarind TriBeCa","Indian",12.18,3.8,"Sat",2,27,"SoHo","South Manhattan",56,"Mid",3.5225342089837572
"Row560","Sushi of Gari Tribeca","Japanese",14.12,3,"Sun",5,24,"East Harlem","Upper Manhattan",50,"Mid",2.998712149138511
"Row561","Blue Ribbon Sushi","Japanese",16.93,3.4,"Sun",4,119,"Lower East Side","South Manhattan",55,"High",3.3319804725420967
"Row562","Parm","Italian",6.79,3.4,"Sat",1,68,"Chelsea","West Side",51,"High",3.3382323789675086
"Row563","Han Dynasty","Chinese",29.2,4.1,"Sun",1,46,"East Village","South Manhattan",56,"Mid",4.037110373568829
"Row564","RedFarm Broadway","Chinese",14.02,3.8,"Tue",3,59,"Upper West Side","West Side",51,"Mid",3.764181642494089
"Row565","Nobu Next Door","Japanese",25.17,3.8,"Sat",1,42,"Harlem","Upper Manhattan",60,"Mid",3.6764011389813356
"Row566","RedFarm Broadway","Chinese",12.61,3.1,"Sun",6,59,"Washington Heights","Upper Manhattan",49,"Mid",3.1717786569690674
"Row567","Serafina Fabulous Pizza","Italian",13.68,3.6,"Sat",3,5,"Gramercy","East Side",40,"Low",3.4198980455937065
"Row568","Blue Ribbon Sushi","Japanese",11.93,3.3,"Sat",4,119,"Upper East Side","East Side",45,"High",3.239929772008556
"Row569","Lantern Thai Kitchen","Thai",13.97,3.7,"Sun",4,4,"East Harlem","Upper Manhattan",57,"Low",3.3986129830369545
"Row570","The Meatball Shop","Italian",14.02,3.2,"Mon",1,132,"West Village","South Manhattan",47,"Very High",3.546374147708873
"Row571","Blue Ribbon Sushi","Japanese",8.1,3.1,"Sun",4,119,"West Village","South Manhattan",53,"High",2.9717573678299587
"Row572","Jack's Wife Freda","Mediterranean",12.18,3.6,"Sun",1,25,"Harlem","Upper Manhattan",56,"Mid",3.310065331341344
"Row573","Pylos","Mediterranean",35.41,4.8,"Tue",5,5,"East Village","South Manhattan",50,"Low",4.356620385048711
"Row574","Gaia Italian Cafe","Italian",8.78,3.1,"Sun",2,1,"Upper West Side","West Side",40,"Low",3.0816671504593205
"Row575","Shake Shack","American",16.25,3.2,"Sun",1,219,"Midtown","Midtown",50,"Very High",3.2731957476441313
"Row576","Blue Ribbon Sushi","Japanese",6.64,2.7,"Sun",3,119,"Harlem","Upper Manhattan",38,"High",2.660816741061285
"Row577","The Meatball Shop","American",15.86,3.4,"Fri",1,132,"Chinatown","South Manhattan",55,"Very High",3.553719452581654
"Row578","Parm","Italian",17.03,3.7,"Thu",2,68,"East Harlem","Upper Manhattan",48,"High",3.7015453266597853
"Row579","Bareburger","American",24.2,3.3,"Sun",10,27,"Hell's Kitchen","West Side",46,"Mid",3.3790458922879547
"Row580","J. G. Melon","American",8.25,3.8,"Thu",1,15,"West Village","South Manhattan",67,"Low",3.646781181948313
"Row581","Five Guys Burgers and Fries","American",12.08,3.3,"Sat",1,29,"Greenwich Village","South Manhattan",38,"Mid",3.2944610464762025
"Row582","Cafe China","Chinese",12.13,3.4,"Sun",2,6,"Lower East Side","South Manhattan",52,"Low",3.414261170080277
"Row583","ilili Restaurant","Middle Eastern",16.49,3.5,"Sun",1,18,"Midtown","Midtown",58,"Low",3.5716848477066105
"Row584","Blue Ribbon Sushi Izakaya","Japanese",6.79,3.1,"Sun",1,29,"Harlem","Upper Manhattan",62,"Mid",3.055844526944648
"Row585","Sushi of Gari","Japanese",10.72,3.8,"Tue",2,16,"Kips Bay","East Side",56,"Low",3.6407071639823307
"Row586","Piccolo Angolo","Italian",19.35,3.8,"Sat",1,2,"Harlem","Upper Manhattan",58,"Low",3.595062635490132
"Row587","Chola Eclectic Indian Cuisine","Indian",8.73,3.7,"Sat",1,1,"Chelsea","West Side",58,"Low",3.40832813434354
"Row588","TAO","Japanese",9.65,3.2,"Sat",2,49,"East Village","South Manhattan",43,"Mid",3.085847848023734
"Row589","Vanessa's Dumplings","Chinese",16.78,3.5,"Sat",2,13,"Midtown","Midtown",56,"Low",3.5769807637741
"Row590","Mamoun's Falafel","Mediterranean",12.61,3.5,"Sun",2,7,"Chinatown","South Manhattan",38,"Low",3.1927320162571062
"Row591","RedFarm Broadway","Chinese",24.25,3.8,"Sun",1,59,"East Village","South Manhattan",51,"Mid",3.8213306306031978
"Row592","Westville Hudson","American",11.16,3.1,"Sun",1,15,"Upper West Side","West Side",44,"Low",3.218502575420083
"Row593","Pongsri Thai","Thai",20.18,3.8,"Fri",2,2,"East Village","South Manhattan",48,"Low",3.842535264585397
"Row594","Blue Ribbon Sushi Izakaya","Japanese",32.93,3.7,"Sat",2,29,"Harlem","Upper Manhattan",40,"Mid",3.6996329498869107
"Row595","Parm","Italian",15.86,4,"Thu",1,68,"Financial District","South Manhattan",54,"High",3.9330041790087105
"Row596","Parm","Italian",12.13,3.3,"Sun",1,68,"Midtown","Midtown",55,"High",3.3133262805203025
"Row597","Blue Ribbon Sushi","Japanese",13.87,4,"Tue",3,119,"Upper East Side","East Side",61,"High",3.746730435104223
"Row598","Rubirosa","Italian",14.12,3.1,"Mon",3,37,"Upper West Side","West Side",53,"Mid",3.6411413346136334
"Row599","TAO","Japanese",24.25,3.7,"Sat",1,49,"Nolita","South Manhattan",43,"Mid",3.6867780972237427
"Row600","Blue Ribbon Sushi","Japanese",14.07,3.9,"Thu",4,119,"Kips Bay","East Side",64,"High",3.822794873438801
"Row601","indikitch","Indian",5.58,3.5,"Sat",1,4,"Midtown","Midtown",65,"Low",3.249989532483983
"Row602","Prosperity Dumpling","Chinese",13.63,3.4,"Sun",1,3,"Upper West Side","West Side",49,"Low",3.50418359804013
"Row603","RedFarm Hudson","Chinese",15.52,3.6,"Sat",5,55,"East Village","South Manhattan",48,"Mid",3.4676046331449344
"Row604","Shake Shack","American",8.73,3.2,"Sun",1,219,"Lower East Side","South Manhattan",52,"Very High",3.1477847366097365
"Row605","Melt Shop","American",25.27,3.9,"Sun",1,11,"East Village","South Manhattan",57,"Low",3.7540387570806057
"Row606","Hot Kitchen","Chinese",29.54,4,"Sun",2,2,"Harlem","Upper Manhattan",62,"Low",3.9079227382877657
"Row607","Junoon","Indian",9.22,3.9,"Thu",6,5,"SoHo","South Manhattan",62,"Low",3.599987936559876
"Row608","Blue Ribbon Fried Chicken","American",15.33,3.2,"Sun",3,96,"Nolita","South Manhattan",38,"High",3.2717260693380186
"Row610","Han Dynasty","Chinese",14.02,3.3,"Sat",1,46,"Harlem","Upper Manhattan",39,"Mid",3.2608668242469556
"Row611","The Smile","American",8.39,2.7,"Fri",4,18,"Midtown","Midtown",51,"Low",3.1075702993195256
"Row612","Han Dynasty","Chinese",12.13,3.6,"Sat",1,46,"East Harlem","Upper Manhattan",60,"Mid",3.4778586625170544
"Row613","The Meatball Shop","Italian",16.49,3.6,"Sat",5,132,"Upper West Side","West Side",50,"Very High",3.4747067497147675
"Row614","Osteria Morini","Italian",9.22,4,"Tue",1,14,"Upper West Side","West Side",62,"Low",3.7335134865122943
"Row615","The Meatball Shop","Italian",19.35,3.5,"Sun",1,132,"East Harlem","Upper Manhattan",47,"Very High",3.4153910148330495
"Row616","RedFarm Broadway","Chinese",22.8,4.2,"Thu",1,59,"Harlem","Upper Manhattan",66,"Mid",4.176860887444542
"Row617","Shake Shack","American",29.49,4.2,"Sat",4,219,"Upper East Side","East Side",58,"Very High",4.008835454667947
"Row618","Ravagh Persian Grill","Middle Eastern",16.93,4,"Sat",1,3,"Upper East Side","East Side",54,"Low",3.808603329432156
"Row619","Rohm Thai","Thai",29.1,4.4,"Sat",1,1,"Harlem","Upper Manhattan",54,"Low",3.9684270487578845
"Row620","RedFarm Hudson","Chinese",15.04,3.7,"Sat",1,55,"Upper West Side","West Side",60,"Mid",3.7543501433469793
"Row621","Momoya","Japanese",11.59,3.4,"Sun",1,30,"Gramercy","East Side",53,"Mid",3.385937135051927
"Row622","Hill Country Fried Chicken","Southern",31.43,4.2,"Fri",1,14,"Hell's Kitchen","West Side",53,"Low",4.373038829243311
"Row623","Blue Ribbon Fried Chicken","American",18.24,3.4,"Sat",1,96,"Chelsea","West Side",37,"High",3.48533899625494
"Row624","Nobu Next Door","Japanese",4.47,3,"Sun",2,42,"Upper West Side","West Side",54,"Mid",3.007492065555236
"Row625","Vanessa's Dumplings","Chinese",8.98,3.1,"Sun",2,13,"Hell's Kitchen","West Side",40,"Low",3.1670162371698107
"Row626","Shake Shack","American",29.39,3.4,"Mon",1,219,"Midtown","Midtown",56,"Very High",4.00052703821999
"Row627","Dig Inn Seasonal Market","American",15.71,2.9,"Mon",3,1,"East Harlem","Upper Manhattan",53,"Low",3.424424737059945
"Row628","Shake Shack","American",29.1,3.8,"Mon",2,219,"Upper East Side","East Side",60,"Very High",4.22652042823265
"Row629","Bareburger","American",8.39,3.2,"Sun",1,27,"Upper West Side","West Side",57,"Mid",3.2691161331112055
"Row630","Blue Ribbon Sushi Izakaya","Japanese",8.93,2.9,"Sat",7,29,"Harlem","Upper Manhattan",46,"Mid",2.8338960709665617
"Row631","Han Dynasty","Chinese",13,3.3,"Sun",1,46,"Midtown","Midtown",54,"Mid",3.391640677441379
"Row632","Dos Caminos","Mexican",16.06,3.1,"Sun",13,8,"Greenwich Village","South Manhattan",54,"Low",3.111247379192141
"Row633","Olea","Mediterranean",6.69,4,"Tue",1,3,"Upper East Side","East Side",48,"Low",3.5499885275805156
"Row634","Shake Shack","American",16.1,3.5,"Sun",2,219,"Upper East Side","East Side",52,"Very High",3.479891147317025
"Row635","Jack's Wife Freda","Mediterranean",6.69,3.4,"Sat",3,25,"Nolita","South Manhattan",37,"Mid",3.154301217633991
"Row636","Nobu Next Door","Japanese",9.51,3,"Sun",1,42,"Midtown","Midtown",54,"Mid",3.0733197444310405
"Row637","TAO","Japanese",12.08,3.3,"Sun",1,49,"Financial District","South Manhattan",54,"Mid",3.3034062729115283
"Row638","Blue Ribbon Sushi","Japanese",5.82,2.5,"Mon",2,119,"Midtown","Midtown",55,"High",3.1477125029975888
"Row639","Nobu Next Door","Japanese",9.41,3.1,"Sun",4,42,"Harlem","Upper Manhattan",62,"Mid",3.0188824757367834
"Row640","Xe May Sandwich Shop","Vietnamese",14.07,3.8,"Tue",2,2,"Washington Heights","Upper Manhattan",56,"Low",3.896037008616766
"Row641","Rubirosa","Italian",22.8,4.5,"Wed",4,37,"East Village","South Manhattan",59,"Mid",4.149966787363222
"Row642","Cafeteria","American",12.23,3.1,"Mon",1,9,"Upper East Side","East Side",51,"Low",3.6561496349896463
"Row643","Blue Ribbon Sushi Bar & Grill","Japanese",15.91,3.5,"Sat",2,44,"East Village","South Manhattan",47,"Mid",3.3344208315393926
"Row644","Otto Enoteca Pizzeria","Italian",9.61,3.4,"Sun",1,12,"Upper West Side","West Side",56,"Low",3.396302435144731
"Row645","Shake Shack","American",8,3.4,"Sat",2,219,"Lower East Side","South Manhattan",54,"Very High",3.192510202178389
